"";"Chow y Lin";"Fernandez";"Litterman";"Santos Silva y Cardoso";"Proietti";"Denton";"Multivariado - Denton";"Multivariado - Rossi";"Multivariado - Di Fonzo";"ANN";"LSMT";"Chollete_Dagum_Mult"
"1";8156,5;7474,75;7137,75;2539,69594326868;7222,5;7222,5;7222,5;7222,5;2291,98080975;2468,39969326868;2940,83748432681;612,002286069932
"2";6485,00000000004;1034,75000000004;837,711445438054;713,979411960129;721,792589728873;721,792589728873;721,792589728873;721,792589728873;6837,89736400004;1638,90275000004;2846,30074999996;861,793984244313
"3";7681,24999999988;3686,24999999988;10601,4999999999;922,692081448181;10054,4999999999;10054,4999999999;10054,4999999999;10054,4999999999;7622,61721074988;6129,21424999989;562,070351894944;1237,59900656456
"4";2886,24999999992;2744,74999999992;2580,99999999992;803,740561798197;2288,24999999992;2288,24999999992;2288,24999999992;2288,24999999992;5308,98998449992;2013,23999999992;1924,42775000008;1879,13092402137
"5";4844,25000000004;897,525000000043;355,036362597591;315,761362597591;369,186362597591;369,186362597591;369,186362597591;369,186362597591;5250,02528900004;1455,17350000004;713,861749999957;873,260491119208
"6";2696,50000000018;2574,25000000018;2575,00000000018;1316,75000000018;2386,00000000018;2386,00000000018;2386,00000000018;2386,00000000018;1928,22665125018;1915,75375000018;838,649499999824;695,037438476924
"7";15308,4999999999;14152,2499999999;8530,24999999993;1618,12248034042;6743,49999999993;6743,49999999993;6743,49999999993;6743,49999999993;5235,00282924993;6137,58799999993;7672,97300000007;6319,30970358433
"8";482,550000000006;443,425000000006;366,08310137488;326,608101374881;359,408101374881;359,408101374881;359,408101374881;359,408101374881;1065,61128275001;698,618700000007;415,521165973508;774,542085516706
"9";1254,74999999998;1485,74999999998;1511,24999999998;178,50000000002;1221,74999999998;1221,74999999998;1221,74999999998;1221,74999999998;1248,24824749998;662,90474999998;1570,89775000002;1127,84719485557
"10";6011,74999999999;6010,24999999999;4012,49999999999;467,99999999999;2958,99999999999;2958,99999999999;2958,99999999999;2958,99999999999;5618,87083974999;3442,24499999999;4306,23700000001;1469,75931221712
"11";4378,00000000001;4160,25000000001;2925,50000000001;1021,69338152929;2773,00000000001;2773,00000000001;2773,00000000001;2773,00000000001;3367,30797250001;2314,01725000001;1349,61624999999;2030,23407748323
"12";12418;12369,75;3074,48341789018;3120,73341789018;3109,48341789018;3109,48341789018;3109,48341789018;3109,48341789018;8938,95073449999;5807,36649999999;7337,55900000001;3205,33805272539
"13";1777,27499999999;1368,97499999999;392,950000000008;159,175000000008;47,9844673709438;47,9844673709438;47,9844673709438;47,9844673709438;1317,83770824999;571,129924999992;520,667850000008;1595,10088722919
"14";2,99999999997817;2,99999999997817;2,99999999997817;17,721444700328;2,99999999997817;2,99999999997817;2,99999999997817;2,99999999997817;0,921755982679315;3,94749999998021;25579,785;1116,09122080228
"15";121,409999999998;40,2048771167109;65,0199999999977;86,0523771167109;187,704189110775;187,704189110775;187,704189110775;187,704189110775;488,837380146306;82,4427499999977;1,06766164630551;1547,54620067681
"16";19173;21044,75;20362;6894,64290150408;15466;15466;15466;15466;14946,5947771741;20200,7355;5210,14578742413;7540,52970708823
"17";0,388840484658431;0,388840484658431;0,388840484658431;6,18048175058721;0,388840484658431;0,388840484658431;0,388840484658431;0,388840484658431;0,354976734657612;1,94523175058748;9661,286;1116,34443465985
"18";0,17667413626441;0,17667413626441;0,17667413626441;5,98273608841737;0,17667413626441;0,17667413626441;0,17667413626441;0,17667413626441;0,211748130825072;1,68948608841674;6362,62025;1116,34443465985
"19";1178,74999999972;148,749999999718;1159,07859671227;7744,07859671227;3480,82859671227;3480,82859671227;3480,82859671227;3480,82859671227;4343,93490099972;5869,95259671227;8150,60193097073;1115,11764722077
